fc.annotation...c..GeneID...,X15.bam,X18.bam,X2.bam,X33.bam
STAG1,33,40,65,46
RNU6-1284P,0,0,0,0
RNY4P4,0,0,0,0
HMGN1P10,0,0,0,0
RNU6-789P,0,0,0,0
LOC100421438,0,0,0,0
SLC35G2,0,0,3,4
NCK1-DT,0,0,0,0
NCK1,7,7,13,9
RAD51AP1P1,0,0,0,0
IL20RB-AS1,0,0,0,0
IL20RB,0,1,2,0
RNA5SP142,0,0,0,0
LOC100289118,0,0,0,0
LOC105374126,1,1,1,2
NPM1P17,0,0,0,0
SOX14,0,0,0,0
LINC01210,0,0,0,0
HSPA8P9,0,0,0,0
CLDN18,0,1,0,0
LOC105374127,0,0,0,0
LOC105374128,0,0,0,1
DZIP1L,0,1,2,0
KRT8P36,0,0,0,0
A4GNT,0,0,1,1
DBR1,3,1,0,1
ARMC8,7,7,11,12
NME9,0,2,0,1
MRAS,0,0,2,1
LOC105374129,0,0,0,0
ESYT3,0,0,1,0
CEP70,3,5,2,4
FAIM,0,3,2,4
PPIAP72,2,1,0,2
PIK3CB,7,13,13,17
GAPDHP39,0,0,0,0
RPL23AP40,0,0,0,0
EEF1A1P25,0,0,0,0
ATP5MC1P3,0,0,0,0
LINC01391,0,1,0,0
FOXL2,0,0,0,0
FOXL2NB,0,0,0,0
PRR23A,0,0,0,0
PRR23B,0,0,0,0
PRR23C,0,0,0,0
RPL7L1P7,0,0,0,0
BPESC1,0,0,0,0
PISRT1,0,0,0,0
MRPS22,0,0,2,2
COPB2,4,6,7,6
COPB2-DT,5,1,1,10
RBP2,0,0,0,0
ACTG1P1,0,0,0,0
RBP1,0,0,0,0
NMNAT3,2,2,2,2
RN7SKP124,0,0,0,0
RN7SL724P,0,0,0,0
TRMT112P5,0,0,0,2
CLSTN2,7,10,3,4
LOC105374132,0,0,0,0
CLSTN2-AS1,0,0,0,0
LOC102724068,2,1,0,0
TRIM42,1,0,0,0
RPL23AP41,0,0,0,0
SLC25A36,2,10,16,15
SPSB4,4,1,1,2
PXYLP1,2,2,2,1
RPL31P21,0,0,0,0
LOC100289442,0,0,0,0
ZBTB38,1,2,16,19
KRT18P35,0,1,0,0
RASA2,40,49,87,49
YWHAQP6,0,0,0,0
LINC02618,0,0,0,0
TPT1P3,0,0,0,0
RNF7,2,3,3,1
GRK7,0,1,2,6
LOC105374134,1,0,0,0
HMGN2P25,0,0,0,0
ATP1B3,16,6,14,18
RNU6-509P,0,0,0,0
TFDP2,12,32,45,27
RPL19P6,0,0,0,0
RNU6-425P,0,0,0,0
GK5,5,0,16,2
XRN1,21,35,69,26
RNU6-1294P,0,0,0,0
RNU1-100P,0,0,0,0
ATR,8,16,24,22
LOC731755,0,0,0,0
SUCLG2P1,0,0,0,0
RPL6P9,0,0,0,0
RNA5SP143,0,0,0,0
PLS1,1,3,1,0
LOC105374136,0,0,0,0
RN7SKP25,0,0,0,0
TRPC1,1,1,0,0
RNU7-47P,0,0,0,0
PCOLCE2,4,1,1,3
RPL8P3,0,0,0,0
LOC100507389,0,0,0,0
PAQR9,1,1,0,1
PAQR9-AS1,0,2,0,0
LOC100289361,0,0,0,0
U2SURP,11,8,18,19
LOC105374138,1,0,0,0
CHST2,1,4,3,2
LOC105374137,0,1,1,0
PBX2P1,0,0,0,0
SLC9A9,19,25,33,21
SLC9A9-AS1,0,0,0,0
GAPDHP47,0,0,0,0
ST13P15,0,0,0,0
LOC100128739,0,0,0,0
LOC102724120,0,0,0,0
RPS17P10,0,0,0,1
DIPK2A,1,3,4,1
RNA5SP144,0,0,0,0
LOC105374140,6,3,2,5
LOC105374139,0,0,0,0
LOC105374141,0,0,0,0
LARP7P4,0,0,0,0
LOC105374142,0,0,0,0
LOC105374143,0,0,0,0
LOC105374144,0,0,0,0
GM2AP1,1,0,0,0
RPL21P39,3,9,5,5
LOC107986138,0,0,0,2
LNCSRLR,0,0,0,0
PLOD2,1,0,0,0
LOC105374145,0,0,1,1
PLSCR4,1,2,0,0
LOC100419967,0,0,0,0
PLSCR2,0,1,1,1
PLSCR1,5,10,19,7
RNU6-428P,0,0,0,0
PLSCR5,0,0,0,1
LINC02010,0,0,0,0
RNU6-505P,0,0,0,0
LOC112268449,0,0,0,0
RPL21P71,0,0,0,0
ZIC4,0,0,0,0
ZIC1,0,0,0,1
LOC440982,2,0,2,1
NPM1P28,0,0,0,0
LOC102724145,0,0,0,0
LINC02032,0,0,0,0
HNRNPA1P20,0,0,0,0
LINC02045,0,0,0,0
LINC02046,0,1,0,0
LOC105374148,0,0,0,0
LOC105374147,0,0,0,0
LOC105374150,1,0,0,1
RPL38P1,0,0,0,0
AGTR1,0,1,1,0
HMGB1P30,1,0,1,0
CPB1,2,1,0,2
CPA3,1,1,0,0
LOC107986045,0,0,0,4
UBQLN4P1,1,0,2,1
GYG1,1,3,6,3
HLTF,0,3,2,5
HLTF-AS1,1,1,0,3
MED28P2,0,0,0,0
HPS3,1,2,1,0
CP,2,2,1,0
LOC101927942,0,0,0,0
CPHL1P,2,0,1,1
LOC107986140,0,0,0,0
TM4SF18,0,1,0,0
RPS25P5,0,0,0,0
TM4SF1,0,0,0,0
TM4SF1-AS1,0,0,0,0
LOC105374151,0,0,0,1
RPL32P8,0,0,0,0
FKBP1AP4,0,0,0,0
TM4SF4,0,0,0,0
LOC100421817,0,0,0,0
WWTR1,12,6,10,9
RNU6-1098P,0,0,0,0
WWTR1-AS1,0,0,0,0
COMMD2,0,2,4,0
ANKUB1,0,0,2,0
RNU6-507P,0,0,0,0
RNF13,14,27,26,18
RNU6-720P,0,0,0,0
NPM1P29,0,0,0,0
LOC105374152,0,0,0,0
PFN2,2,0,1,0
LOC646903,0,0,0,0
TMEM183BP,0,2,0,1
PPIAP73,0,0,0,0
HNRNPA1P24,0,0,0,0
LOC105374153,0,0,0,0
LOC730021,0,1,0,0
LINC01998,0,0,0,0
LOC105374313,0,0,0,0
RPL32P9,0,0,0,0
LINC01213,0,0,0,0
LINC01214,0,2,0,0
LOC105374154,0,0,0,0
LOC107986141,0,1,0,0
LOC107986142,0,0,0,0
TSC22D2,7,8,7,8
SERP1,5,2,14,10
EIF2A,2,5,19,6
SELENOT,9,8,9,9
LOC677762,0,0,0,0
ERICH6,0,0,0,2
ERICH6-AS1,0,0,0,0
SNRPCP3,0,0,0,0
LOC101928105,0,0,0,0
SIAH2,14,34,20,27
LOC105374155,0,0,1,0
MINDY4B,0,0,0,0
CLRN1,0,0,0,0
CLRN1-AS1,2,0,0,1
MED12L,2,3,1,8
RNA5SP145,0,0,0,0
GPR171,0,0,0,0
P2RY14,0,0,0,0
SETP11,0,0,0,0
GPR87,0,0,0,0
P2RY13,0,0,0,0
P2RY12,0,0,0,0
IGSF10,0,2,0,4
MRPL42P6,0,0,0,0
MIR5186,0,0,0,0
LOC105374157,0,0,0,0
LINC02066,0,0,0,0
AADACL2,1,0,0,0
AADACL2-AS1,4,0,1,0
AADACP1,0,0,0,0
LOC105374160,0,0,0,0
AADAC,0,0,0,0
SUCNR1,0,0,0,0
LOC105374159,0,0,0,0
LOC107986047,0,0,0,0
LOC101928166,0,1,0,4
MBNL1,108,179,275,213
MBNL1-AS1,0,0,0,0
TMEM14EP,0,0,0,0
LOC105374163,0,0,0,0
LOC102724289,0,2,0,1
ATP5MGP5,0,0,0,0
P2RY1,0,0,0,0
HMGN2P13,1,0,0,0
LOC100418712,0,0,0,0
RAP2B,1,6,14,19
LOC105374164,1,5,2,8
RN7SL300P,0,0,0,0
LOC105374166,0,2,1,0
LINC02006,26,28,19,28
LINC02083,0,0,0,0
RNU6-901P,0,0,0,0
LINC02877,0,0,0,0
RPL21P42,0,0,0,0
ARHGEF26-AS1,0,1,0,2
ARHGEF26,1,7,2,2
LOC105374167,0,0,0,0
DHX36,6,15,15,21
GPR149,0,2,0,3
DDX50P2,0,0,0,0
SYPL1P1,0,0,0,0
DYNLL1P5,0,0,0,0
RPL9P15,0,0,0,0
LOC105374170,0,1,0,0
LOC105374171,0,3,0,3
MME,12,42,24,5
LINC01487,0,0,0,0
STRIT1,0,1,0,0
PABPC1P10,1,0,0,0
LOC105374172,0,0,0,0
LOC100419750,0,0,0,0
RN7SL715P,1,0,0,0
PLCH1,7,8,1,2
PLCH1-AS2,0,0,0,0
RPL6P7,0,0,0,0
RPL7AP24,0,0,0,0
C3orf33,1,4,0,4
SLC33A1,3,5,7,6
LOC105374174,1,1,1,0
GMPS,3,6,5,11
SETP14,1,5,11,5
VN2R1P,0,0,0,0
ALG1L15P,0,1,0,0
MRE11P1,0,0,0,0
KCNAB1,8,13,4,10
LOC751837,0,0,0,0
KCNAB1-AS2,0,0,0,0
KCNAB1-AS1,0,0,0,0
SSR3,3,2,2,5
TIPARP-AS1,0,0,0,0
TIPARP,4,3,12,8
LOC107986148,0,0,0,0
METTL15P1,0,0,0,0
LINC00886,0,0,1,2
PA2G4P4,0,0,0,0
LEKR1,0,3,2,1
KLF3P2,0,0,0,0
LOC100422426,0,0,0,0
RN7SKP177,0,0,0,0
LINC00880,0,0,0,0
LINC02029,0,0,0,0
LINC00881,0,0,0,0
CCNL1,13,51,75,35
KRT18P34,0,0,0,0
LOC101928236,2,1,1,1
RNA5SP146,0,0,0,0
LOC100420048,0,0,0,0
LOC105374179,0,0,0,0
VEPH1,0,2,0,1
PTX3,0,0,0,0
SLC66A1L,0,0,0,2
RN7SKP46,0,0,0,0
SHOX2,0,1,0,0
RSRC1,13,24,32,22
RPL15P6,0,0,0,0
LOC100422604,0,0,0,0
RPS12P7,0,0,0,0
UC.134,0,0,0,0
MLF1-DT,0,1,0,0
MLF1,3,1,3,0
MTAPP1,0,0,0,0
GFM1,1,5,11,5
LXN,0,0,0,0
RARRES1,1,0,0,1
LOC112268457,0,0,0,0
LOC100287290,0,1,0,0
RPL35AP9,0,0,0,0
MFSD1,3,6,11,15
GPR79,0,0,0,0
LOC105374181,0,0,0,0
IQCJ-SCHIP1,1,1,0,1
IQCJ,0,0,0,0
SCHIP1,0,0,0,0
MIR3919,0,0,0,0
RPS2P19,0,0,0,0
LOC100420738,0,0,0,0
IQCJ-SCHIP1-AS1,0,0,0,0
LOC101928351,0,0,0,0
RNU2-31P,0,0,0,0
IL12A-AS1,4,7,1,5
IL12A,0,0,0,0
LINC01100,0,0,0,0
BRD7P2,0,0,0,0
LOC107986149,0,0,0,0
C3orf80,0,0,0,0
TRIM59-IFT80,0,0,0,0
IFT80,0,0,0,0
RPL35AP10,0,0,0,0
SMC4,0,0,0,0
MIR15B,0,0,0,0
MIR16-2,0,0,0,0
TRIM59,0,0,0,0
B3GAT3P1,0,0,0,0
RNU7-136P,0,0,0,0
KPNA4,8,10,13,19
SCARNA7,0,0,0,0
KRT8P12,0,0,0,0
RPL6P8,0,0,0,0
ARL14,0,0,0,0
PPM1L,11,14,17,14
B3GALNT1,0,0,0,0
LOC105374186,0,0,0,0
NMD3,2,4,8,3
LOC105374187,0,0,0,0
LOC112268450,0,0,1,0
EEF1GP4,0,0,0,0
PSMC1P7,0,0,0,0
SPTSSB,2,1,0,1
LOC107986150,0,0,0,0
LINC02067,2,1,0,0
RPL23AP42,0,0,0,0
OTOL1,0,0,0,0
LOC107986048,0,0,0,0
LOC107986049,0,0,0,0
TOMM22P6,0,0,0,0
RPS6P4,0,0,0,0
LINC01192,2,3,1,2
LOC105374188,1,1,0,0
RNU7-82P,0,0,0,0
LOC730129,0,0,0,0
LOC102724419,2,3,0,3
MIR1263,0,0,0,0
LOC105374189,0,0,0,0
LOC105374190,0,0,0,1
LOC105374191,1,4,0,2
LOC107986151,0,0,0,0
LINC01324,1,1,2,4
LOC107986050,0,0,0,0
SI,1,0,0,2
LOC105374192,0,0,1,0
LINC02023,0,0,0,0
SLITRK3,0,0,0,0
LINC01322,3,5,0,4
BCHE,0,0,0,0
MTND4P17,0,0,0,0
MTND4LP10,0,0,1,0
MTND3P7,0,0,0,0
MTCO3P38,0,0,0,0
MCUR1P2,0,0,0,0
RN7SKP298,0,0,0,0
PSAT1P4,0,0,0,0
CBX1P5,0,0,0,0
LOC105374194,0,0,0,0
LOC105374193,0,1,1,0
LOC105374195,0,0,0,0
PPIAP74,0,0,0,0
LOC105374196,0,0,1,1
ZBBX,3,5,2,2
LINC01327,0,0,0,0
SERPINI2,2,3,1,0
LOC105374197,0,0,0,0
WDR49,2,8,5,1
PDCD10,6,6,11,8
HMGN1P8,0,0,0,0
SERPINI1,0,4,0,1
MEMO1P3,0,0,0,0
LRRC77P,0,0,1,1
LOC107986039,0,0,0,0
HMGN2P26,0,0,0,0
LOC107986152,0,0,0,0
GOLIM4,3,5,2,5
EGFEM1P,8,12,3,12
RNU2-20P,0,0,0,0
MIR551B,0,0,0,0
LOC105374200,0,0,0,0
RPSAP33,0,0,0,0
RPL21P43,0,1,0,0
LINC02082,0,2,0,0
LINC01997,0,0,0,0
LOC107986051,0,2,1,1
MECOM,8,12,1,16
LOC105374206,0,0,0,0
MECOM-AS1,0,0,0,0
RPL22P1,0,0,0,0
SDHDP3,0,0,0,0
RNU6-637P,0,0,0,0
TERC,0,0,0,0
ACTRT3,0,0,0,1
TRV-AAC1-1,0,1,0,0
MYNN,3,2,1,3
LRRC34,0,1,0,0
LRRIQ4,0,1,0,0
LRRC31,0,1,0,1
KRT18P43,0,0,0,0
SAMD7,0,1,1,0
LOC100421510,0,0,0,0
LOC100128164,1,0,0,0
SEC62,45,45,81,58
GPR160,1,3,12,4
RNU4-38P,0,0,0,0
KMT5AP3,0,0,0,0
PHC3,11,17,34,29
LOC105374209,0,0,0,0
RNU6-315P,0,0,0,0
RNU7-32P,0,0,0,0
PRKCI,6,9,6,10
SKIL,5,5,11,10
CLDN11,1,1,0,0
MIR6828,0,0,0,0
SLC7A14,0,0,0,1
SLC7A14-AS1,2,1,1,0
KRT8P13,0,0,0,0
RPL28P1,0,0,0,0
LOC105374211,0,2,0,0
RNY5P3,0,0,0,0
RPL22L1,3,1,7,3
EIF5A2,1,1,0,4
KLF7P1,0,0,1,0
RNU1-70P,0,0,0,0
SLC2A2,2,0,1,0
TNIK,25,33,43,44
LOC105374216,0,0,0,0
MIR569,0,0,0,0
LOC102724479,0,2,1,0
RNU6-348P,0,0,0,0
PLD1,3,8,5,7
TMEM212,0,0,0,0
TMEM212-AS1,1,1,0,1
LOC105374218,1,0,0,1
LOC105374217,2,1,0,0
FNDC3B,39,51,61,22
LOC107986153,0,0,0,0
RPS27AP8,0,0,0,0
RN7SL141P,0,0,0,0
BZW1P1,0,0,0,0
GHSR,0,0,0,0
TNFSF10,7,7,14,8
LOC100856791,0,0,0,0
LINC02068,2,1,1,0
SLC31A1P1,0,1,0,1
NCEH1,2,2,3,6
LOC100420939,0,0,0,0
RNU6-547P,0,0,0,0
ECT2,1,1,2,0
RNU4-4P,0,0,0,0
ATP5MC1P4,0,0,0,0
LOC107986052,0,0,0,0
SPATA16,1,4,2,2
LOC105374221,0,0,0,0
LOC105374220,1,1,0,0
LOC105374224,0,0,0,1
NLGN1,8,15,7,21
LOC112268443,0,0,0,0
LOC105374225,0,0,0,0
NLGN1-AS1,0,0,0,0
RN7SKP234,0,0,0,0
RPL8P4,0,0,0,0
LOC105374226,0,1,0,0
NAALADL2,9,25,8,19
RN7SKP40,0,0,0,0
LOC107986027,0,0,0,0
EEF1B2P8,0,0,0,0
NAALADL2-AS3,0,0,0,0
NAALADL2-AS2,0,0,0,0
MIR4789,0,0,0,0
RNU6-1233P,0,0,0,0
RNU4-91P,0,0,0,0
LOC100421238,0,0,0,0
UBE2V1P2,0,0,0,0
RNU6-1317P,0,0,0,0
NAALADL2-AS1,0,0,0,0
ACTG1P23,0,0,0,0
EI24P1,0,0,0,0
LOC100131216,0,0,0,0
MIR7977,0,0,0,0
LOC105374230,0,0,0,0
LINC01208,1,0,0,1
LOC105374229,0,0,1,0
RNA5SP147,0,0,0,0
LINC01209,0,0,0,0
MTND5P15,0,0,0,0
TBL1XR1,16,34,37,29
RNU6-681P,0,0,0,0
LOC107986053,1,2,0,1
LINC00501,1,1,0,1
ASS1P7,0,0,0,0
LINC00578,8,5,4,6
RN7SKP52,0,0,0,0
FGFR3P4,0,0,0,0
LOC101928711,0,0,0,0
LINC02015,3,4,0,4
LOC107986154,0,0,0,0
RNU6-1120P,0,0,0,0
LOC105374234,0,3,0,0
LOC107986155,0,0,0,0
LOC107986156,0,1,0,0
LOC105374235,0,3,0,3
LINC01014,0,0,0,0
RNA5SP148,0,0,0,0
PPIAP75,0,0,0,0
KCNMB2-AS1,0,1,0,0
KCNMB2,0,0,0,0
ZMAT3,2,1,1,5
PIK3CA-DT,0,0,0,1
PIK3CA,10,10,23,12
KCNMB3,0,0,1,2
LRRFIP1P1,0,0,0,0
ZNF639,1,0,4,5
MFN1,0,8,13,5
GNB4,3,6,10,5
LOC112268451,0,0,0,0
MTHFD2P7,0,0,0,0
LOC107986157,0,1,1,1
ACTL6A,0,0,2,6
MRPL47,0,3,6,2
NDUFB5,0,4,3,7
H3P13,0,0,0,0
USP13,1,8,5,6
PEX5L,2,4,1,6
PEX5L-AS2,0,0,0,0
RNA5SP149,0,0,0,0
GAPDHP36,0,0,0,0
RALBP1P1,0,0,3,0
LINC02053,0,0,0,0
TTC14-DT,1,1,0,1
RNU6-486P,0,0,0,0
TTC14,10,15,24,26
CCDC39,0,2,2,2
LOC101928882,0,2,0,2
RN7SL229P,0,0,0,0
LOC647253,0,0,0,0
LOC100132223,0,0,0,0
FLYWCH1P1,0,0,0,0
LOC105374240,0,0,0,0
RPL32P10,0,1,0,0
FXR1,6,13,25,13
DNAJC19,2,0,1,4
SOX2-OT,18,17,10,17
RNU6-4P,0,0,0,0
FAUP2,0,0,0,0
LOC102724604,0,0,0,0
RPL7AP25,0,0,0,0
SOX2,0,0,0,0
RN7SL703P,0,0,0,0
RNA5SP150,0,0,0,0
LOC101929598,0,0,0,0
LINC01206,1,2,1,1
RN7SKP265,0,0,0,0
LOC105374242,0,0,0,0
LOC105374243,0,0,0,0
LINC01994,1,0,0,1
EIF4EP3,0,0,0,0
LINC01995,0,0,0,0
RPL7L1P8,1,0,0,0
LINC02031,1,0,0,0
LOC112268454,0,0,0,0
LOC107986054,0,1,0,0
ATP11B-DT,0,0,0,2
ATP11B,31,54,69,33
EIF3EP4,0,0,0,0
DCUN1D1,10,19,19,26
LOC100505642,0,0,0,0
LOC105374246,0,0,0,0
MCCC1,5,6,6,9
LOC105374247,0,3,0,1
LAMP3,0,1,0,1
SNORD3P4,0,0,0,0
MCF2L2,5,11,2,4
B3GNT5,0,0,0,0
RNA5SP151,0,0,0,0
LOC107986160,0,0,0,0
LOC107986161,0,0,0,0
LINC00888,0,3,0,1
SNORA63D,0,0,0,0
SNORA63E,0,0,0,0
KLHL6,6,6,5,4
KLHL6-AS1,0,0,0,0
LOC100131977,0,0,0,0
LOC105374248,0,0,0,0
LOC107986162,0,1,1,0
KLHL24,6,32,34,18
YEATS2,5,9,3,8
YEATS2-AS1,0,0,0,0
MAP6D1,0,0,0,1
PARL,5,9,14,24
MIR4448,0,0,0,0
RPSAP31,0,0,0,0
CYP2AB1P,0,0,0,0
ABCC5,2,5,3,6
ABCC5-AS1,0,0,0,0
EEF1A1P8,0,0,0,0
HTR3D,0,0,0,0
HTR3C,0,0,0,0
EIF2B5-DT,0,2,1,1
HTR3C2P,0,0,0,0
HTR3E-AS1,0,0,0,0
HTR3E,0,0,0,0
HSP90AA5P,0,0,0,0
EIF2B5,0,2,5,7
RPS3P3,2,5,1,1
DVL3,1,6,4,6
AP2M1,12,11,25,11
ABCF3,1,1,0,1
VWA5B2,0,0,0,0
MIR1224,0,0,0,0
ALG3,0,5,2,5
EEF1AKMT4-ECE2,0,2,2,1
EEF1AKMT4,0,0,0,0
CAMK2N2,0,0,0,0
ECE2,0,0,0,0
PSMD2,2,5,12,5
EIF4G1,5,10,15,11
SNORD66,0,0,0,0
FAM131A,0,1,2,2
CLCN2,0,1,0,0
POLR2H,1,0,2,3
THPO,0,0,0,0
CHRD,0,0,0,0
LINC02054,1,2,0,3
LOC391600,0,0,0,0
LINC01839,1,0,0,0
LINC01840,0,0,0,0
EPHB3,1,0,1,0
MAGEF1,0,0,0,0
LOC107986163,1,0,0,0
LINC02069,0,2,0,0
LOC105374253,0,1,0,0
VPS8,22,33,35,19
C3orf70,1,3,2,3
EHHADH-AS1,0,0,0,0
EHHADH,0,2,0,2
EIF2S2P2,0,0,0,0
MIR5588,0,0,0,0
MAP3K13,10,6,9,9
RPL4P4,0,0,0,0
LOC101929018,0,0,0,0
TMEM41A,1,2,2,2
LOC105374254,0,0,0,0
LIPH,1,4,1,0
LOC107986055,0,0,0,0
SENP2,6,11,10,13
RPL34P10,0,0,0,0
IGF2BP2,23,27,18,24
IGF2BP2-AS1,0,0,0,0
MIR548AQ,0,0,0,0
TRA2B,19,28,34,24
NMRAL2P,0,4,0,1
ETV5,0,3,0,2
LOC105374257,0,2,0,0
DGKG,6,4,5,10
LINC02020,0,0,0,0
LINC02052,0,1,1,1
LINC02051,0,0,0,0
CRYGS,1,1,0,0
TBCCD1,0,0,2,1
DNAJB11,1,5,13,4
LOC100287402,1,2,2,6
AHSG,0,0,0,0
FETUB,0,1,0,2
HRG-AS1,0,1,0,1
HRG,0,0,0,0
LOC100533663,0,0,0,0
KNG1,0,0,1,0
LOC105374259,0,1,0,1
PSMD10P2,0,0,0,0
RNU6-1105P,0,0,0,0
GPS2P2,0,0,0,0
EIF4A2,7,18,29,13
SNORD2,0,0,0,0
SNORA63B,0,0,0,0
MIR1248,0,0,0,0
SNORA81,0,0,0,0
SNORA63,0,0,0,0
SNORA4,0,0,0,0
RFC4,1,1,1,0
LINC02043,1,0,0,1
ADIPOQ,0,0,1,0
ADIPOQ-AS1,0,0,0,0
RPS20P14,10,11,12,28
RPL29P9,0,0,0,0
ST6GAL1,19,14,35,33
RPL39L,2,0,0,1
RPL39P19,0,0,0,0
LOC101929106,0,0,0,0
RTP1,0,0,0,0
MASP1,0,0,0,0
LOC105374260,0,0,0,0
LOC101929130,0,0,0,0
RTP4,0,0,2,1
LINC02041,0,0,0,0
LOC105374262,0,0,0,0
SST,0,0,0,0
RTP2,0,0,0,0
LOC100131635,0,0,0,0
BCL6,16,15,20,3
LOC122526776,0,0,0,0
LOC105374263,0,0,0,0
LOC105374264,1,3,0,1
LOC105374265,0,0,0,0
LINC01991,1,0,0,0
LOC107986166,1,2,0,1
LPP-AS2,0,0,0,0
LPP,37,70,80,72
FLJ42393,0,0,0,0
LPP-AS1,0,0,0,0
MIR28,0,0,0,0
TPRG1-AS1,0,0,0,0
LOC107986168,0,0,0,0
LOC647299,0,0,0,0
LOC107986167,0,1,0,0
TPRG1,2,10,5,5
TPRG1-AS2,0,0,0,0
LOC105374270,1,0,0,0
LOC107986169,0,0,0,0
TP63,5,6,3,4
MIR944,0,0,0,0
P3H2,3,2,0,5
MTAPP2,0,0,0,0
P3H2-AS1,0,0,0,0
RNU6-1109P,0,0,0,0
NMNAT1P3,0,0,0,0
CLDN16,1,1,1,0
CLDN1,0,0,0,0
TMEM207,1,2,0,0
IL1RAP,25,21,17,2
GCNT1P3,0,0,0,0
RN7SKP296,0,0,0,0
LINC02013,0,0,0,0
CCT6P4,0,0,0,0
LOC100131685,0,0,0,1
GMNC,0,0,0,1
SNAR-I,0,0,0,0
LOC107986171,0,0,0,0
OSTN,0,0,0,0
OSTN-AS1,0,0,0,0
UTS2B,2,1,0,1
CCDC50,1,11,12,4
LINCR-0002,1,1,0,2
PYDC2,0,0,0,0
LOC105374275,0,2,0,2
LOC105374276,0,0,0,1
LOC100129725,0,0,0,0
LOC105374277,0,0,1,1
RN7SKP222,0,0,0,0
FGF12,5,14,3,6
FGF12-AS1,0,0,0,0
FGF12-AS2,0,0,0,0
LOC107986028,0,0,0,0
LOC107986056,0,0,0,1
RNU1-20P,0,0,0,0
MB21D2,4,2,1,3
VEZF1P1,0,0,0,0
LOC105374280,0,0,0,0
PLAAT1,0,1,0,0
MGC2889,0,0,0,0
ATP13A5,0,0,0,1
ATP13A5-AS1,0,0,0,0
ATP13A4,0,1,4,1
ATP13A4-AS1,0,0,0,0
EEF1A1P23,0,0,0,0
OPA1,2,11,15,8
OPA1-AS1,0,0,0,0
LOC102724808,0,0,0,0
RN7SL447P,0,0,0,0
LOC105374282,0,0,1,0
LOC105374283,0,0,0,0
LOC105374284,0,1,0,1
LINC02038,0,0,0,0
LOC105374287,0,0,4,0
LOC105374286,0,0,0,0
LINC02026,0,0,0,0
DPPA2P3,0,0,0,0
LINC02028,2,0,0,0
LOC102724877,0,2,0,0
HES1,0,0,0,1
RN7SL215P,0,0,0,0
LOC107986172,0,0,0,0
LINC02036,1,0,0,0
LINC02037,0,0,0,1
LINC02048,0,0,0,2
LINC00887,1,0,0,0
CPN2,0,0,0,0
LRRC15,0,1,0,1
GP5,0,1,0,0
ATP13A3,23,8,16,16
ATP13A3-DT,0,0,0,0
RNU6-1101P,0,0,0,0
RPL23AP93,0,0,0,0
TMEM44-AS1,0,2,0,0
TMEM44,0,3,0,1
LOC105374291,0,0,0,0
LSG1,4,5,4,16
FAM43A,1,5,5,3
LOC105374292,0,0,0,1
LINC01968,0,0,0,0
LOC285303,0,0,0,0
LINC01972,0,0,0,0
LOC107986174,0,1,0,0
LOC107986173,0,0,0,0
LOC105374294,1,1,1,0
LOC105374295,0,0,0,0
XXYLT1,3,4,6,7
XXYLT1-AS1,0,0,0,0
MIR3137,0,0,0,0
RN7SL36P,0,0,0,0
XXYLT1-AS2,0,0,0,0
LOC105374296,0,0,0,0
RNU6-25P,0,0,0,0
ACAP2,37,60,85,33
RPL31P22,0,0,0,0
PPP1R2,10,17,36,16
RNU6ATAC24P,0,0,0,0
RN7SL73P,0,0,0,0
RPL24P6,0,0,0,0
APOD,0,0,0,0
MUC20P1,0,0,0,0
LOC107986029,0,0,0,0
LOC105374298,1,2,0,2
LOC105374297,0,0,0,0
LOC100288016,0,0,0,0
SDHAP2,1,6,6,4
MIR570HG,1,2,6,2
MIR570,0,0,0,0
SMBD1P,0,0,0,0
MUC20,0,0,0,0
MUC4,0,1,2,1
LINC01983,0,0,0,1
LOC107984010,0,0,0,0
KIF3AP1,0,0,0,0
TNK2,8,13,13,17
MIR6829,0,0,0,0
TNK2-AS1,1,1,0,0
RNU2-11P,0,0,0,0
LOC727978,0,0,0,0
LOC100133326,0,0,0,0
SDHAP1,0,2,1,2
LOC105374301,0,0,0,0
LOC100131360,0,0,0,0
TFRC,5,4,11,6
RNU7-18P,0,0,0,0
LINC00885,0,0,1,0
LOC105374303,0,0,0,0
ZDHHC19,0,0,1,0
LOC105374304,0,0,0,0
SLC51A,1,2,2,0
PCYT1A,4,12,16,15
DYNLT2B,0,0,1,1
TM4SF19-DYNLT2B,0,0,0,0
LOC107986031,0,0,0,0
TM4SF19-AS1,0,0,0,0
TM4SF19,0,0,0,0
RNU6-910P,0,0,0,0
UBXN7,6,20,25,29
RNU6-1279P,0,0,0,0
RN7SL434P,0,0,0,0
RN7SL738P,0,0,0,0
UBXN7-AS1,0,0,0,0
RNF168,11,15,12,12
LOC105374306,0,0,0,0
LOC105374307,0,0,0,0
SMCO1,0,0,1,0
RPS29P3,0,2,0,1
WDR53,2,0,2,0
FBXO45,1,1,1,1
LINC01063,1,0,0,0
NRROS,18,12,31,23
CEP19,1,1,1,1
RNU6-646P,0,0,0,0
PIGX,1,6,3,2
PAK2,23,24,35,25
RNU4-89P,0,0,0,0
RNU6-42P,0,0,0,0
SENP5,24,25,35,22
NCBP2,3,4,6,6
NCBP2-AS1,0,0,0,0
NCBP2AS2,3,1,12,4
PIGZ,1,1,0,0
RPSAP69,0,0,0,1
RPSAP30,2,0,1,0
